,pt_code,text,text_de
4604,10033371,everything hurts,alles tut weh
4605,10019133,hangover,Kater
4606,10028813,nauseous,Übelkeit
4607,10047899,fat,fett
4608,10052251,congested,überlastet
4609,10043458,thirsty,durstig
4610,10001497,agitated as shit,verdammt aufgewühlt
4611,10026749,mania,Manie
4612,10062519,restless night,unruhige Nacht
4613,10020765,to sleep,schlafen
4614,10001488,aggressive,aggressiv
4615,10048010,withdrawal,Rückzug
4616,10041349,all i want to do is sleep,Ich will nur schlafen.
4617,10067484,reaction,Reaktion
4618,10019211,headaches,Kopfschmerzen
4619,10062519,awful sleep,schrecklicher Schlaf
4620,10013573,dizzy,schwindlig
4621,10022437,cant sleep,kann nicht schlafen
4622,10016256,tired,müde
4623,10020765,slept a lot,schlief viel
4624,10037211,hyper,hyper
4625,10022998,irritable,gereizt
4626,10019211,headache,Kopfschmerzen
4627,10022437,nosleep,nosleep
4628,10022437,ca n't go back to sleep,kann nicht wieder einschlafen
4629,10020751,allergic reaction,allergische Reaktion
4630,10028813,nauseous,Übelkeit
4631,10048010,withdrawal,Rückzug
4632,10022437,ca n't sleep,kann nicht schlafen
4633,10011469,tears otp,Tränen otp
4634,10037087,skin is always itchy,die Haut juckt immer
4635,10020765,too much sleep,zu viel Schlaf
4636,10022998,cranky,schrullig
4637,10022437,have n't been able to sleep,haben nicht schlafen können
4638,10013573,dizzy,schwindlig
4639,10016322,zombie,Zombie
4640,10037211,hype,Hype
4641,10022437,n't slept,nicht geschlafen
4642,10048010,withdrawals,Rückzüge
4643,10022437,dont feel like sleeping,keine Lust zu schlafen
4644,10022998,irritable,gereizt
4645,10010774,not pooing,nicht scheißen
4646,10044565,hands � shake uncontrollably,Hände � zittern unkontrolliert
4647,10016322,zombie,Zombie
4648,10019211,headaches,Kopfschmerzen
4649,10041349,woke up groggy,aufgewacht und groggy
4650,10022437,have n't slept all night,die ganze Nacht nicht geschlafen haben
4651,10013663,addictive,süchtig machend
4652,10037211,hyper,hyper
4653,10013573,dizzy,schwindlig
4654,10047899,worse for weight gain,schlechter für die Gewichtszunahme
4655,10061428,impossible to eat or sleep,unmöglich zu essen oder zu schlafen
4656,10041349,waking up after the longest dream,Aufwachen nach dem längsten Traum
4657,10013573,dizzy,schwindlig
4658,10022437,won't let me sleep,lässt mich nicht schlafen
4659,10013946,indigestion,Verdauungsstörungen
4660,10019063,hallucinations,Halluzinationen
4661,10016256,tired,müde
4662,10025482,sicker,kranker
4663,10048010,withdrawals,Rückzüge
4664,10013781,dry mouth,Mundtrockenheit
4665,10020642,sweats,schwitzt
4666,10022437,wo n't be able to sleep,nicht schlafen können
4667,10020642,sweating,Schwitzen
4668,10029412,nightmares,Alpträume
4669,10022437,cant sleep,kann nicht schlafen
4670,10033557,thought i was gonna have a heart attack,"Ich dachte, ich würde einen Herzinfarkt bekommen."
4671,10000125,vivid lifelike dreams,"lebendige, lebensnahe Träume"
4672,10033557,heart pound,Herzklopfen
4673,10043255,tendonitis,Sehnenscheidenentzündung
4674,10000125,dreams,Träume
4675,10042458,suicidal,selbstmörderisch
4676,10025482,sick,krank
4677,10016256,tired,müde
4678,10029412,nightmares,Alpträume
4679,10011469,crying,weinend
4680,10042945,lupus,lupus
4681,10012378,depressed,deprimiert
4682,10044565,shaking,Schütteln
4683,10000125,and strange dreams,und seltsame Träume
4684,10020765,sleeping super early,superfrüh schlafen
4685,10006514,clinching my jaws,meinen Kiefer umklammern
4686,10047899,fat,fett
4687,10011469,cry,ruf
4688,10022437,wont allow me to sleep,wird mir nicht erlauben zu schlafen
4689,10013911,taste like cat sick,schmecken wie katzenkrank
4690,10047899,fat,fett
4691,10043248,torn tendons,gerissene Sehnen
4692,10025482,sick,krank
4693,10025482,sick,krank
4694,10022437,awake all night,die ganze Nacht wach
4695,10061920,crazy shit,verrückte Scheiße
4696,10022437,haven't slept,nicht geschlafen haben
4697,10016256,tired,müde
4698,10054964,stutter,stottern
4699,10044565,shaken,erschüttert
4700,10002855,anxiety,Angst
4701,10020751,allergic,Allergiker
4702,10020765,sleeping,schlafend
4703,10022437,wont allow me to sleep,wird mir nicht erlauben zu schlafen
4704,10048010,withdrawal,Rückzug
4705,10022437,fucking up my sleep,mir den Schlaf zu versauen
4706,10016322,zombie,Zombie
4707,10019211,headache,Kopfschmerzen
4708,10048010,withdrawal,Rückzug
4709,10020466,hunger,Hunger
4710,10027374,this sleep when you 're dead mentality,"dieser Schlaf, wenn man 'tot ist' Mentalität"
4711,10013911,taste,Geschmack
4712,10025482,sick,krank
4713,10022998,irritability,Reizbarkeit
4714,10044565,shaking,Schütteln
4715,10006514,grindin my teeth,mit den Zähnen knirschen
4716,10047899,fat,fett
4717,10022437,no even tired,nicht einmal müde
4718,10013709,wasn't working,hat nicht funktioniert
4719,10013573,dizzy,schwindlig
4720,10019211,headaches,Kopfschmerzen
4721,10016322,zombie,Zombie
4722,10013911,dry ass taste,trockener Eselsgeschmack
4723,10061428,not eating,nicht essen
4724,10022437,need to sleep,Schlafbedürfnis
4725,10022437,not being able to sleep,nicht schlafen können
4726,10028596,heart attack,Herzinfarkt
4727,10033371,pain,Schmerz
4728,10020765,sleep,schlafen
4729,10022437,thought I would be able to sleep,"Ich dachte, ich würde schlafen können."
4730,10047895,weight i gained will be gone,"Gewicht, das ich zugenommen habe, wird weg sein"
4731,10047899,weight gain,Gewichtszunahme
4732,10002855,anxiety,Angst
4733,10027590,wiiiiiide awake out of a dead sleep,wiiiiiide aus dem Tiefschlaf erwachen
4734,10022437,no sleep,kein Schlaf
4735,10013573,dizziness,Schwindelgefühl
4736,10048010,withdrawals,Rückzüge
4737,10016338,jittery,nervös
4738,10037087,itchy,juckende
4739,10048010,withdrawal,Rückzug
4740,10022437,have n't slept,nicht geschlafen haben
4741,10034829,swell in throat,Schwellung im Rachen
4742,10016322,feel as awful,sich so schrecklich fühlen
4743,10048010,withdrawals,Rückzüge
4744,10013709,didn't help the pain at all,hat den Schmerz überhaupt nicht gelindert
4745,10015535,high,hoch
4746,10047899,weight gain causing,Gewichtszunahme verursacht
4747,10022437,not sleep,nicht schlafen
4748,10025482,sick,krank
4749,10016338,jittery,nervös
4750,10000125,dreams,Träume
4751,10020751,allergic,Allergiker
4752,10041349,sleepy,schläfrig
4753,10022437,not in any way tired,in keiner Weise müde
4754,10028596,heart attack,Herzinfarkt
4755,10022437,running on two hours of sleep,mit zwei Stunden Schlaf laufen
4756,10016256,tired,müde
4757,10022437,not sleeping,nicht schlafend
4758,10019133,leaving you a hangover,Ihnen einen Kater hinterlassen
4759,10040829,skin look like purple sausage,Haut sieht aus wie lila Wurst
4760,10000125,dreams so sick and twisted,Träume so krank und verdreht
4761,10029412,nightmares,Alpträume
4762,10039906,seizures,Beschlagnahmen
4763,10015535,high,hoch
4764,10048010,withdrawal,Rückzug
4765,10020751,allergic,Allergiker
4766,10022437,3 hours of sleep,3 Stunden Schlaf
4767,10002368,angry,wütend
4768,10067484,reaction,Reaktion
4769,10044565,shaking,Schütteln
4770,10020937,face.. numb,Gesicht... gefühllos
4771,10044565,shaky,wackelig
4772,10042674,swelling,Schwellung
4773,10043087,quit working on me,"aufhören, an mir zu arbeiten"
4774,10016322,head feels all floaty,Kopf fühlt sich ganz schwebend an
4775,10028347,twitches,zuckt
4776,10020765,slept all day,schlief den ganzen Tag
4777,10022998,grouchy asshole,mürrisches Arschloch
4778,10016322,zombie,Zombie
4779,10037660,overheated,überhitzt
4780,10022437,won't let me nap,will mich nicht schlafen lassen
4781,10044565,shaky,wackelig
4782,10022437,not asleep,nicht schlafend
4783,10019133,hangover,Kater
4784,10048010,withdraws,zieht  zurück.
4785,10020466,hungry,hungrig
4786,10037211,hyper,hyper
4787,10002368,angry outbursts,Wutausbrüche
4788,10028813,nausea,Übelkeit
4789,10016322,makes me feel poopy,lässt mich Kacke fühlen
4790,10022437,cant sleep,kann nicht schlafen
4791,10044565,shaking,Schütteln
4792,10013573,dizzy,schwindlig
4793,10048010,withdrawal,Rückzug
4794,10020937,numbing,betäubend
4795,10048010,withdrawal,Rückzug
4796,10048010,withdrawal,Rückzug
4797,10047899,weight gain,Gewichtszunahme
4798,10044565,shaky,wackelig
4799,10028347,twitches,zuckt
4800,10041349,groggy in the morning,groggy am Morgen
4801,10025482,ill,krank
4802,10046735,hives,Bienenstöcke
4803,10052805,lowered my tolerance,meine Toleranz herabgesetzt
4804,10022437,insomnia,Schlaflosigkeit
4805,10033557,palpitations,Herzklopfen
4806,10019211,headache,Kopfschmerzen
4807,10013709,had no effect,hatte keine Wirkung
4808,10022437,hard to sleep,schwer zu schlafen
4809,10048010,withdrawals,Rückzüge
4810,10022437,keeps me� awake,hält me� wach
4811,10020765,routinely sleeping 12 + hours,routinemäßig 12 + Stunden schlafen
4812,10025482,sick,krank
4813,10048010,withdrawal,Rückzug
4814,10020642,sweating,Schwitzen
4815,10037844,rash,vorschnell
4816,10027599,migraines,Migräne
4817,10002368,angry,wütend
4818,10047899,gaining weight,an Gewicht zunehmen
4819,10041349,drowsy,schläfrig
4820,10022437,pulling an all nighter,die die ganze Nacht durchziehen
4821,10022437,can not sleep,kann nicht schlafen
4822,10022437,have n't slept,nicht geschlafen haben
4823,10033557,heart beating out of my chest,"Herz, das aus meiner Brust schlägt"
4824,10041349,drowsy,schläfrig
4825,10016256,tired,müde
4826,10019211,headache,Kopfschmerzen
4827,10028813,nausea,Übelkeit
4828,10022437,all nighter,die ganze Nacht
4829,10044565,shaky,wackelig
4830,10003988,backache,Rückenschmerzen
4831,10020751,allergic,Allergiker
4832,10016338,jittery,nervös
4833,10000125,weird dreams,seltsame Träume
4834,10006514,teeth grinding,Zähneknirschen
4835,10005885,don't let me cry,Lass mich nicht weinen
4836,10016256,exhausted,erschöpft
4837,10028813,nauseous,Übelkeit
4838,10025482,physically ill,körperlich krank
4839,10020642,sweat,schwitzen
4840,10019070,hearing voices,Stimmen hören
4841,10028347,twitching,zuckend
4842,10022437,hasnt slept in days,hat seit Tagen nicht geschlafen
4843,10043087,does n't do shit for helping me sleep anymore,"tut nichts mehr dafür, dass er mir beim Schlafen hilft"
4844,10020765,slept all night and most of today,schlief die ganze Nacht und den größten Teil des Tages
4845,10016256,tired,müde
4846,10013946,heartburn,Sodbrennen
4847,10033557,heart is pounding,Das Herz klopft
4848,10025482,sick,krank
4849,10022998,irritable,gereizt
4850,10022437,haven't slept,nicht geschlafen haben
4851,10037211,hyper,hyper
4852,10016256,fatigue,Müdigkeit
4853,10025482,sick,krank
4854,10027599,migraines,Migräne
4855,10025482,sick,krank
4856,10050584,bruise,blauer Fleck
4857,10022437,need sleep,brauchen Schlaf
4858,10002855,anxiety,Angst
4859,10020751,allergic reaction,allergische Reaktion
4860,10033371,pain,Schmerz
4861,10047700,ca n't stop throwing up,kann nicht aufhören zu kotzen
4862,10016256,tired,müde
4863,10016256,tired,müde
4864,10048010,withdrawals,Rückzüge
4865,10061428,turnt up + no hunger,aufgedreht + kein Hunger
4866,10022437,not sleeping,nicht schlafend
4867,10048010,withdrawals,Rückzüge
4868,10020466,hungry,hungrig
4869,10020765,sleep is,Schlaf ist
4870,10044565,shaky,wackelig
4871,10002855,anxiety,Angst
4872,10047895,losing weight,Gewicht verlieren
4873,10008479,chest pain,Brustschmerzen
4874,10017888,rid of gastroenteritis,von Gastroenteritis befreit
4875,10025482,sick,krank
4876,10041349,clouding her thought process,ihren Denkprozess zu vernebeln
4877,10022437,whoooaaaaa wanna come pull an all nighter,whoooaaaaaaa wollen kommen und die ganze Nacht durchziehen
4878,10020642,sweating,Schwitzen
4879,10037211,hyper,hyper
4880,10028813,nauseous,Übelkeit
4881,10044565,shaky,wackelig
4882,10020765,system into sleeping,System in den Schlaf
4883,10044565,shaking,Schütteln
4884,10020765,fall asleep and sleep,einschlafen und schlafen
4885,10048010,withdrawal,Rückzug
4886,10012378,depressed,deprimiert
4887,10042458,suicidal,selbstmörderisch
4888,10048010,withdrawal,Rückzug
4889,10037844,rash,vorschnell
4890,10022437,havent slept,nicht geschlafen
4891,10003402,stung,gestochen
4892,10016338,jittery,nervös
4893,10019303,resting heart rate is 110 bpm for two hours after,Die Ruheherzfrequenz beträgt 110 S/min für zwei Stunden nach
4894,10042674,swelling,Schwellung
4895,10048010,withdrawals,Rückzüge
4896,10022437,harder to get to sleep,schwieriger einzuschlafen
4897,10040914,skin worse,Haut schlechter
4898,10011224,coughing like a chain,Husten wie eine Kette
4899,10016256,tired,müde
4900,10013663,addict,süchtig
4901,10011469,crying,weinend
4902,10022437,have n't slept,nicht geschlafen haben
4903,10013573,dizziness,Schwindelgefühl
4904,10016256,exhausted,erschöpft
4905,10022437,ca n't sleep,kann nicht schlafen
4906,10016256,tired,müde
4907,10025482,body starts going crazy,Körper beginnt verrückt zu werden
4908,10022437,to stay up tonight,heute Nacht aufzubleiben
4909,10047899,weight gain,Gewichtszunahme
4910,10022437,need to sleep,Schlafbedürfnis
4911,10041349,drowsy,schläfrig
4912,10000125,series of weird dreams,Serie seltsamer Träume
4913,10020642,sweatin,schwitzen
4914,10019133,hangover,Kater
4915,10022437,ca n't sleep,kann nicht schlafen
4916,10027951,mood swings,Stimmungsschwankungen
4917,10047899,gain weight,an Gewicht zunehmen
4918,10020466,hungry,hungrig
4919,10047899,weight gains,Gewichtszunahmen
4920,10013573,dizzy,schwindlig
4921,10000081,hunger pangs,Hungersnöte
4922,10027951,moodswings,Stimmungsschwankungen
4923,10000081,abdominal pain,Bauchschmerzen
4924,10012374,sad,traurig
4925,10016256,fatigue,Müdigkeit
4926,10020751,allergic reaction,allergische Reaktion
4927,10042458,suicide feelin,Selbstmordgefühl
4928,10014551,emotional,emotional
4929,10020765,sleep like,schlafen wie
4930,10022437,do n't let me sleep,Lass mich nicht schlafen
4931,10013709,nothing,nichts
4932,10016256,tired,müde
4933,10062519,toss and turn and wake up half a dozen times,sich ein halbes Dutzend Mal hin und her wälzen und aufwachen
4934,10020937,numb,gefühllos
4935,10001488,aggressive,aggressiv
4936,10025482,sick,krank
4937,10028813,nauseous,Übelkeit
4938,10022437,didn't sleep,schlief nicht
4939,10031009,mouth sore,Geschwür im Mund
4940,10047700,vomiting,Erbrechen
4941,10048010,withdrawal,Rückzug
4942,10022437,not letting me sleep,mich nicht schlafen lassen
4943,10022437,wo n't be sleeping,nicht schlafen würden
4944,10022437,no sleep the night,kein Schlaf in der Nacht
4945,10020765,slept in total 19 hours,insgesamt 19 Stunden geschlafen
4946,10012378,depressed,deprimiert
4947,10028596,a heart attack,einen Herzinfarkt
4948,10020751,allergic,Allergiker
4949,10033645,pancreatitis,Pankreatitis
4950,10044565,shaking,Schütteln
4951,10013573,lightheaded,leichtsinnig
4952,10002855,anxiety,Angst
4953,10016322,zombie,Zombie
4954,10022437,all nighter,die ganze Nacht
4955,10013946,heartburn,Sodbrennen
4956,10022437,never sleep,niemals schlafen
4957,10061428,not hungry,nicht hungrig
4958,10049118,makes the boner stick straight out,lässt den Ständer gerade herausstechen
4959,10022437,looks like sleep wo n't be,"sieht aus, als ob Schlaf nicht sein würde"
4960,10025482,sick,krank
4961,10040984,sleeping schedule fucked,Schlafplan gefickt
4962,10048010,withdrawals,Rückzüge
4963,10011469,cry,ruf
4964,10047899,gain so much weight,so viel Gewicht gewinnen
4965,10048010,withdrawal,Rückzug
4966,10016256,feel like a rock,sich wie ein Fels fühlen
4967,10016256,tired,müde
4968,10019211,headache,Kopfschmerzen
4969,10047899,gain weight,an Gewicht zunehmen
4970,10040984,fw my sleep,fw meinen Schlaf
4971,10027951,mood swings,Stimmungsschwankungen
4972,10016322,zombie,Zombie
4973,10006451,bronchitis,Bronchitis
4974,10048010,withdraw,zurückziehen
4975,10011469,cry,ruf
4976,10022437,have n't slept,nicht geschlafen haben
4977,10015535,giggling,kichernd
4978,10003119,feel like im gonna have a heart attack,"das Gefühl haben, ich bekomme einen Herzinfarkt"
4979,10022437,not being able to sleep,nicht schlafen können
4980,10000125,crazy dreams,verrückte Träume
4981,10037844,rash,vorschnell
4982,10048010,withdrawal,Rückzug
4983,10002368,rage,Wut
4984,10000125,dreams,Träume
4985,10048010,withdrawl,zurückziehenl
4986,10025482,sick,krank
4987,10048010,withdraws,zieht  zurück.
4988,10022437,zero sleep,Null Schlaf
4989,10027599,migraine,Migräne
4990,10061428,not even hungry,nicht einmal hungrig
4991,10022437,wanna sleep,schlafen wollen
4992,10050584,bruise,blauer Fleck
4993,10024552,dry chapped vyvanse lips,trockene rissigen Lippen vyvanse
4994,10008398,overly concentrated on the wrong thing,zu sehr auf die falsche Sache konzentriert
4995,10041349,can't function on it,kann darauf nicht funktionieren
4996,10039897,sedated,sediert
4997,10002368,angry,wütend
4998,10041349,sleepy,schläfrig
4999,10048010,withdrawals,Rückzüge
5000,10048010,withdrawal,Rückzug
5001,10048010,withdrawal,Rückzug
5002,10042209,stressed,betonte
5003,10061428,not hungry it,nicht hungrig es
5004,10041349,head full of brain-smoke,Kopf voller Gehirn-Rauch
5005,10001598,increased tolerance for alcohol,erhöhte Toleranz gegenüber Alkohol
5006,10016322,zombie,Zombie
5007,10047899,weight gain,Gewichtszunahme
5008,10041349,drowsy,schläfrig
5009,10040984,wrecking my sleep,mir den Schlaf rauben
5010,10037844,rash,vorschnell
5011,10044565,shaking,Schütteln
5012,10033557,heart raced for 12 hours,Herz raste 12 Stunden lang
5013,10020937,numb,gefühllos
5014,10020466,hungry,hungrig
5015,10044565,tremors,Erschütterungen
5016,10020642,sweatin,schwitzen
5017,10013457,severly dissociate,stark dissoziieren
5018,10012378,depressed,deprimiert
5019,10025482,sick,krank
5020,10058920,legs r shaking,Beine zittern
5021,10006514,clenchin my teeth,die Zähne zusammenbeißen
5022,10020765,sleep allll day,den ganzen Tag schlafen
5023,10041349,cannot stay awake,kann nicht wach bleiben
5024,10020765,slept -RRB- 12 hours,schlief -RRB- 12 Stunden
5025,10011469,crying,weinend
5026,10047700,puke,kotzen
5027,10014551,emotional stability,emotionale Stabilität
5028,10013968,shortness of breath,Kurzatmigkeit
5029,10010305,confused,verwirrt
5030,10047899,getting fatter,dicker werden
5031,10041349,sleepy\/drowsy,schläfrig\/Schläfrig
5032,10016338,jittery,nervös
5033,10020937,numbness,Taubheit
5034,10014551,emotions,Emotionen
5035,10061428,not hungry,nicht hungrig
5036,10028813,nauseous,Übelkeit
5037,10000125,dreams were weird,Träume waren seltsam
5038,10022437,not tired,nicht müde
5039,10048010,withdrawals,Rückzüge
5040,10058920,shaky leg,zittriges Bein
5041,10048010,withdrawals,Rückzüge
5042,10016322,feel so weird,sich so komisch fühlen
5043,10022437,have n't slept in two days,seit zwei Tagen nicht mehr geschlafen haben
5044,10013573,so dizzy,so schwindlig
5045,10022437,24 hrs of no sleep,24 Stunden ohne Schlaf
5046,10022437,ca n't sleep the night,kann die Nacht nicht schlafen
5047,10022437,all I want to do is sleep,Ich will nur noch schlafen.
5048,10019211,headaches,Kopfschmerzen
5049,10013781,dry mouth,Mundtrockenheit
5050,10048010,withdrawal,Rückzug
5051,10061428,never... eating,niemals... essen
5052,10041349,doped out when waking up,beim Aufwachen betäubt
5053,10028813,nausea,Übelkeit
5054,10006514,clench my jaw,meinen Kiefer zusammenpressen
5055,10048010,withdrawal,Rückzug
5056,10021654,i literally eat everything in sight at once,ich esse buchstäblich alles in Sichtweite auf einmal
5057,10022437,no sleep,kein Schlaf
5058,10042772,faintness,Schwäche
5059,10013781,mouth was dry,der Mund war trocken
5060,10028813,nauseous,Übelkeit
5061,10048010,withdrawal,Rückzug
5062,10013709,meant to help with binge cravings too but it hasn't,"sollte auch bei Heißhungerattacken helfen, hat es aber nicht"
5063,10019211,headaches,Kopfschmerzen
5064,10047700,vomit,Erbrechen
5065,10048010,withdrawl,zurückziehenl
5066,10048010,withdrawal,Rückzug
5067,10019211,headache,Kopfschmerzen
5068,10019133,hungover,verkatert
5069,10022437,want to go to sleep,schlafen gehen wollen
5070,10013663,addiction,Sucht
5071,10042458,thoughts of suicide,Selbstmordgedanken
5072,10016256,tired,müde
5073,10016322,zombie,Zombie
5074,10012378,feel a lot more depressed than i did before,fühle mich viel deprimierter als vorher
5075,10029412,nightmares,Alpträume
5076,10013709,did nothing,nichts getan
5077,10022437,get no sleep,keinen Schlaf bekommen
5078,10028813,nauseas,Übelkeiten
5079,10022437,wo n't be sleeping,nicht schlafen würden
5080,10019211,headache,Kopfschmerzen
5081,10025482,sick,krank
5082,10022437,wo n't be able to sleep,nicht schlafen können
5083,10048232,yawn,gähnen
5084,10047513,eyes can't focus anymore,die Augen können nicht mehr fokussieren
5085,10052804,stop working,die Arbeit einstellen
5086,10043087,lost its affect,hat seine Wirkung verloren
5087,10000125,go to dystopian dream land,ins dystopische Traumland gehen
5088,10011469,want to cry,weinen wollen
5089,10012378,depressed,deprimiert
5090,10002942,not motivated,nicht motiviert
5091,10061461,erectile dysfunction,erektile Dysfunktion
5092,10003239,joint pain,Gelenkschmerzen
5093,10022437,keep the sleep away,den Schlaf fernhalten
5094,10016322,zombie,Zombie
5095,10001488,violent,gewalttätig
5096,10048010,withdrawal,Rückzug
5097,10042458,suicidal,selbstmörderisch
5098,10048010,withdrawal,Rückzug
5099,10000125,weirdly vivid dreams,seltsam lebhafte Träume
5100,10029412,nightmare,Alptraum
5101,10048010,withdrawal,Rückzug
5102,10022437,have n't been to sleep,nicht geschlafen haben
5103,10044565,shaking,Schütteln
5104,10003239,joints hurt,Gelenke schmerzen
5105,10016256,tired,müde
5106,10022437,not be able to sleep,nicht schlafen können
5107,10047895,lost 20 lbs,20 lbs verloren
5108,10000125,waking up from sleeping yelling,Aufwachen vom schlafenden Schreien
5109,10020642,sweatin,schwitzen
5110,10019211,headache,Kopfschmerzen
5111,10029412,nightmares,Alpträume
5112,10012378,made me more depressed,machte mich noch depressiver
5113,10022437,no sleep,kein Schlaf
5114,10037211,hyper,hyper
5115,10061920,crazy,verrückt
5116,10025482,sick,krank
5117,10046735,welts,Striemen
5118,10037087,itchy everywhere,überall juckend
5119,10067484,reaction,Reaktion
5120,10010071,coma,Koma
5121,10000059,stomach is doing flip flops,Magen macht Flip-Flops
5122,10033371,pain,Schmerz
5123,10000059,upset of the stomach,Magenverstimmung
5124,10022437,stay up all night,die ganze Nacht aufbleiben
5125,10000087,tummy cramps,Bauchkrämpfe
5126,10011469,crying,weinend
5127,10022437,ca n't sleep,kann nicht schlafen
5128,10028813,nauseous,Übelkeit
5129,10037211,bouncing off the walls,von den Wänden abprallen
5130,10016322,feel like shit,sich beschissen fühlen
5131,10046735,hives,Bienenstöcke
5132,10000125,fucking weird dreams and sleeping,verdammt seltsame Träume und schlafen
5133,10020765,slept for 24hrs,24 Stunden geschlafen
5134,10022437,no let me sleep,nein lass mich schlafen
5135,10020937,left foot goes weirdly num,linker Fuß geht seltsam num
5136,10013781,mouth is just really really dry,"der Mund ist einfach sehr, sehr trocken"
5137,10044565,shaky,wackelig
5138,10022437,never gunna go to sleep,niemals einschlafen
5139,10016256,exhausted,erschöpft
5140,10040477,sexual dysfunction,sexuelle Funktionsstörung
5141,10002368,angry,wütend
5142,10016322,zombie,Zombie
5143,10022437,rollin off an hour of sleep,eine Stunde Schlaf einlegen
5144,10013946,heartburn,Sodbrennen
5145,10048010,withdtrawal,mitdtrawal
5146,10022437,no sleep,kein Schlaf
5147,10019211,headache,Kopfschmerzen
5148,10019211,headaches,Kopfschmerzen
5149,10054196,emotional instablility,emotionale Instabilität
5150,10048010,withdrawal,Rückzug
5151,10013781,cotton mouth its so irritating,Baumwollmund ist so irritierend
5152,10042674,swelling,Schwellung
5153,10022437,no sleep,kein Schlaf
5154,10028813,nauseous,Übelkeit
5155,10048010,withdraw symptoms,Symptome zurückziehen
5156,10041349,sleepiness,Schläfrigkeit
5157,10016322,zombie,Zombie
5158,10027951,full-fledged mood swing,vollwertiger Stimmungsumschwung
5159,10022437,3 hours of sleep,3 Stunden Schlaf
5160,10002855,anxious,ängstlich
5161,10016256,exhausted,erschöpft
5162,10022437,not getting any sleep,keinen Schlaf bekommen
5163,10022437,ca n't sleep,kann nicht schlafen
5164,10061428,with no eating,ohne Essen
5165,10047700,vomit,Erbrechen
5166,10028813,nausea,Übelkeit
5167,10016322,feelign crazy,feelign verrückt
5168,10022437,30 mins of sleep,30 Min. Schlaf
5169,10012174,dehydrated,dehydriert
5170,10040984,fucked with my sleep,mit meinem Schlaf gefickt
5171,10022437,did n't go to sleep,schlief nicht ein
5172,10022437,off switch for emotions and sleep,Ausschalter für Emotionen und Schlaf
5173,10037087,pruritus,Pruritus
5174,MEDDRA PT,heart issues,Herzprobleme
5175,10048010,withdrawal,Rückzug
5176,10011469,cry,ruf
5177,10000059,upset stomach,Magenverstimmung
5178,10016256,tired,müde
5179,10016338,jittery,nervös
5180,10062519,trouble sleeping,Schlafstörungen
5181,10016256,tired,müde
5182,10043087,did u just decide to stop doing your job,"Haben Sie gerade beschlossen, Ihre Arbeit aufzugeben?"
5183,10048010,withdrawals,Rückzüge
5184,10019211,headache,Kopfschmerzen
5185,10004716,binge,binge
5186,10029897,obessive,obessiv
5187,10033557,my heart feeling like it 's about to burst out my chest,"mein Herz fühlt sich an, als würde es mir gleich aus der Brust platzen"
5188,10037087,itching,Juckreiz
5189,10022437,have n't slept,nicht geschlafen haben
5190,10020642,sweating,Schwitzen
5191,10028813,nauseous,Übelkeit
5192,10000081,abdominal pain,Bauchschmerzen
5193,10022437,never let 's me sleep,Lass mich nie schlafen
5194,10011469,cry,ruf
5195,10027295,gives me my period like 3 fucking weeks a month,gibt mir meine Periode wie 3 verdammte Wochen im Monat
5196,10019133,hangover,Kater
5197,10047700,throw up,sich übergeben
5198,10022437,let me sleep,lassen Sie mich schlafen
5199,10041349,drowsiness,Schläfrigkeit
5200,10022437,pulling an all nighter,die die ganze Nacht durchziehen
5201,10000125,"vivid, horrible dreams ","lebendige, schreckliche Träume"
5202,10022094,rash from enbrel shots,Ausschlag von Enbrel-Schüssen
5203,10042458,suicidal thoughts,Selbstmordgedanken
5204,10022437,want to fucking sleep,verdammt noch mal schlafen wollen
5205,10047899,fat,fett
5206,10020937,numb,gefühllos
5207,10016322,zombie,Zombie
5208,10013968,short of breath,Kurzatmigkeit
5209,10039897,sedating effect,sedierende Wirkung
5210,10016256,tired,müde
5211,10012378,depressed,deprimiert
5212,10027951,mood swings,Stimmungsschwankungen
5213,10022437,wideawake,weitewachsen
5214,10020642,sweats,schwitzt
5215,10029412,nightmares,Alpträume
5216,10022093,itchy lumps on my injection sites,juckende Klumpen an meinen Injektionsstellen
5217,10029898,ocd,ocd
5218,10000125,get those crazy dreams,diese verrückten Träume bekommen
5219,10041349,sleepy,schläfrig
5220,10022437,keeps me up,hält mich wach
5221,10003988,back ache,Rückenschmerzen
5222,10047700,throw up,sich übergeben
5223,10020765,sleep all day,den ganzen Tag schlafen
5224,10037211,hyper,hyper
5225,10042458,suicidal,selbstmörderisch
5226,10020466,hungry,hungrig
5227,10020466,weird appetite changes,merkwürdige Appetitveränderungen
5228,10016322,feel horrible,sich schrecklich fühlen
5229,10013781,dry mouth,Mundtrockenheit
5230,10002855,anxious,ängstlich
5231,10029412,nightmares,Alpträume
5232,10020765,do is sleep,tun ist schlafen
5233,10013663,addiction,Sucht
5234,10013781,did n't make my damn mouth so dry,hat meinen verdammten Mund nicht so trocken gemacht
5235,10016256,strains u all day,strapaziert u den ganzen Tag
5236,10027599,migraines,Migräne
5237,10022437,insomnia,Schlaflosigkeit
5238,10048010,withdrawals,Rückzüge
5239,10020765,sleeping 14 hours a,14 Stunden schlafen a
5240,10048010,withdrawal,Rückzug
5241,10016338,jittery,nervös
5242,10015535,get high,sich zudröhnen
5243,10041349,fog,Nebel
5244,10020765,sleeping most the time,die meiste Zeit schlafen
